Frequency,Nominal,Min,Max
30000,10.079080522153754,10.043933225546997,10.301691009077961
30698.789768422623,10.07834645364687,10.041557664850435,10.302783761181034
31413.856441526983,10.077577759839892,10.039071547834178,10.303927447727789
32145.579157128188,10.07677280579271,10.036469797241578,10.305124414311578
32894.345884295544,10.075929879178638,10.033747109080116,10.306377111726466
33660.55362905889,10.07504718659978,10.030897943103584,10.307688100401982
34444.608644906475,10.074122849724255,10.02791651295209,10.309060054995275
35246.92664818588,10.073154901236402,10.024796775943305,10.31049576914278
36067.93303852238,10.072141280590445,10.021532422508638,10.311998160373372
36908.06312437144,10.071079829557853,10.018116865268542,10.313570275184205
37767.762353825005,10.069968287557543,10.014543227741989,10.315215294279968
38647.486550794005,10.068804286758068,10.01080433268558,10.31693653797575
39547.7021566922,10.06758534693992,10.006892690058933,10.318737471762597
40468.88647774959,10.066308870105352,10.00280048461345,10.320621712034207
41411.527938086525,10.064972134822632,9.99851956310325,10.322593031972065
42376.12633868261,10.063572290290612,9.994041421117538,10.324655367584905
43363.19312237781,10.062106350108724,9.989357189535589,10.326812823897553
44373.251645046206,10.060571185736535,9.98445762060665,10.329069681281839
45406.83745308623,10.05896351962593,9.97933307365859,10.331430401921086
46464.49856737442,10.057279918008062,9.973973500441431,10.333899636397296
47546.795773833386,10.055516783315538,9.96836843011297,10.336482230387984
48654.30292076788,10.053670346219794,9.96250695387677,10.339183231456518
49787.6072231268,10.05173665726113,9.956377709284254,10.342007895917504
50947.309573852304,10.049711578048125,9.949968864215686,10.344961695754277
52134.02486248124,10.047590772001017,9.9432681005572,10.348050325562712
53348.38230116766,10.045369694611667,9.936262597594203,10.351279709490008
54591.025758299475,10.043043583190741,9.928939015143975,10.354656008132801
55862.61409988599,10.04060744607024,9.92128347645446,10.35818562535275
57163.821538897384,10.038056051226896,9.913281550898743,10.361875214961168
58495.337992741326,10.035383914288916,9.9049182364992,10.365731687216883
59857.869449066355,10.032585285885437,9.896177942318504,10.369762215072745
61252.13834008585,10.029654138294074,9.887044470759216,10.373974240096626
62678.88392562115,10.02658415133786,9.877500999817409,10.378375477981535
64138.862685066924,10.023368697478254,9.86753006534039,10.382973923546718
65632.84871848654,10.020000826045294,9.857113543342816,10.387777855116994
67161.63415705014,10.016473246540077,9.846232632440024,10.392795838151034
68726.02958303315,10.012778310937703,9.834867836461678,10.39803672797018
70326.86445959761,10.008907994910837,9.822998947313602,10.403509671416986
71964.98757058465,10.004853877885251,9.810605028159669,10.40922410724782
73641.26747055084,10.00060712182772,9.797664396999828,10.415189765034265
75356.59294528732,9.996158448655157,9.784154610724364,10.421416662314197
77111.87348306584,9.991498116139633,9.770052449727633,10.427915099694205
78908.03975686137,9.986615892167901,9.755333903167973,10.434695653559105
80746.04411780738,9.98150102719508,9.739974154962102,10.441769165991303
82626.8611001449,9.97614222471068,9.72394757060456,10.449146731439885
84551.48793793352,9.970527609508942,9.707227684902422,10.456839679606464
86520.94509379807,9.96464469352591,9.689787190715363,10.464859553928804
88536.27679999146,9.958480338969808,9.671597928788195,10.473218084940932
90598.55161206037,9.952020718429578,9.652630878759044,10.481927157668576
92708.8629754076,9.945251271596804,9.63285615141965,10.490998772075232
94868.32980505125,9.938156658176924,9.61224298229478,10.500444995403003
97078.09707888834,9.930720706495247,9.590759726595278,10.510277905048264
99339.33644477719,9.922926357218332,9.56837385558188,10.520509520365694
101653.24684176061,9.914755601509775,9.54505195435555,10.531151721497997
104021.05513575934,9.906189412815868,9.52075972106121,10.542216152969178
106444.01677007247,9.897207671327685,9.495461967456148,10.553714109343035
108923.41643103023,9.88778907998397,9.46912262074845,10.565656399716055
111460.56872915158,9.877911070656648,9.441704726552507,10.57805318716208
114056.81889616817,9.867549698887947,9.4131704527354,10.590913798444975
116713.543498284,9.856679525210346,9.383481093833803,10.604246498327766
119432.15116604898,9.845273480663623,9.352597075601832,10.618058221582942
122214.0833412336,9.833302713603782,9.320477959097639,10.632354254289444
125060.8150411004,9.820736414250161,9.287082443520461,10.647137854106381
127973.85564047757,9.807541612603885,9.252368366757429,10.662409796843626
130954.74967204955,9.793682944347394,9.216292702273403,10.678167833673577
134005.0776452887,9.779122378042176,9.17881155055396,10.694406039582768
137126.45688446227,9.763818895303162,9.139880122762355,10.711114028931167
140320.5423861592,9.747728113544694,9.099452713555054,10.728276007997374
143589.02769679125,9.730801838236363,9.057482659066833,10.745869626784696
146933.6458105336,9.712987528211382,9.013922274856698,10.763864582691559
150356.17008818142,9.694227653219697,8.968722767013485,10.78222091632581
153858.41519740917,9.674458917337713,8.921834107539292,10.800886924019494
157442.2380749315,9.65361131467814,8.873204862414369,10.81979659152909
161109.5389110755,9.631606974632662,8.822781957208228,10.838866427787504
164862.26215728704,9.608358742046663,8.770510360497173,10.857991544914473
168702.39755710438,9.583768422539316,8.71633265937071,10.87704078915698
172631.98120114673,9.55772460373405,8.66018849357147,10.895850674831504
176653.09660667632,9.530099938342591,8.602013804831582,10.91421780715188
180767.87582230693,9.50074774352309,8.541739845148035,10.931889397340397
184978.50055844424,9.469497731185918,8.479291871359305,10.948551372064017
189287.20334405755,9.43615063430696,8.414587432592171,10.963813457283203
193696.26871039622,9.400471433253236,8.347534130966558,10.977190474481777
198208.03440227837,9.362180812510754,8.278026703325237,10.988078929936485
202824.89261759407,9.320944392089514,8.205943231664948,10.995727818796224
207549.29127568047,9.276359181800771,8.130854800580543,10.999202434303523
212383.7353152409,9.227936607776796,8.048362623572775,10.997339923749532
217330.7880224965,9.175081374589865,7.962781432097549,10.988695464497447
